time,magnitude,longitude,latitude,depth_km,utmx,utmy
29/3/2020 14:37,,101.145939,-1.6376,1.247,738748.5178,9818867.685
29/3/2020 14:37,,101.144815,-1.63568,0.22,738623.6345,9819080.188
29/3/2020 15:45,,101.16355,-1.61299,0.71666,740711.6961,9821587.694
29/3/2020 15:53,,101.149601,-1.640059,1.007,739155.8372,9818595.261
29/3/2020 15:55,,101.150719,-1.634415,0.53,739280.9499,9819219.405
29/3/2020 15:56,,101.147984,-1.639477,0.835,738975.9207,9818659.828
29/3/2020 16:06,,101.148364,-1.639495,0.751,739018.2157,9818657.792
29/3/2020 16:06,,101.150298,-1.637954,0.909,739233.6693,9818828.01
29/3/2020 16:12,,101.149967,-1.640304,0.91,739196.547,9818568.117
29/3/2020 21:25,,101.149442,-1.636322,1.19,739138.5827,9819008.626
30/3/2020 18:49,,101.131108,-1.639969,1.044,737097.4339,9818607.417
31/3/2020 8:40,,101.116378,-1.637571,0.036,735458.169,9818874.392
31/3/2020 8:57,,101.145524,-1.639882,1.263,738702.0544,9818615.325
31/3/2020 8:58,,101.156879,-1.631827,1.041,739966.9208,9819504.928
31/3/2020 12:21,,101.13167,-1.66023,-0.72138,737157.5864,9816366.324
31/3/2020 13:14,,101.148208,-1.63686,1.345,739001.1642,9818949.265
31/3/2020 18:55,,101.147257,-1.639188,0.984,738895.0339,9818691.881
31/3/2020 18:59,,101.130427,-1.640636,0.939,737021.5552,9818533.722
31/3/2020 20:59,,101.144831,-1.639497,0.893,738624.9636,9818657.992
31/3/2020 22:02,,101.143064,-1.641812,1.526,738428.0079,9818402.144
31/3/2020 22:02,,101.148759,-1.645365,1.175,739061.4843,9818008.469
31/3/2020 22:06,,101.146105,-1.641935,1.147,738766.4808,9818388.176
31/3/2020 22:08,,101.144925,-1.63669,1.04,738635.7589,9818968.46
31/3/2020 22:27,,101.14308,-1.639161,1.049,738430.103,9818695.366
31/3/2020 22:45,,101.145992,-1.643099,1.066,738753.7647,9818259.441
31/3/2020 23:13,,101.14668,-1.645634,0.681,738830.043,9817978.965
31/3/2020 23:21,,101.148746,-1.639869,1.122,739060.6911,9818616.378
31/3/2020 23:38,,101.148517,-1.639166,1.067,739035.285,9818694.164
31/3/2020 23:38,,101.146438,-1.645159,0.51,738803.163,9818031.533
31/3/2020 23:39,,101.148331,-1.637361,1.228,739014.7957,9818893.836
1/4/2020 0:11,,101.162012,-1.632931,0.655,740538.1416,9819382.201
1/4/2020 0:12,,101.14932,-1.638699,1.198,739124.7211,9818745.723
1/4/2020 0:13,,101.147515,-1.643585,0.236,738923.229,9818205.502
1/4/2020 0:22,,101.142921,-1.641149,0.882,738412.1695,9818475.495
1/4/2020 0:24,,101.145065,-1.641141,0.935,738650.8147,9818476.124
1/4/2020 13:15,,101.129844,-1.638487,0.507,736956.9162,9818771.488
1/4/2020 14:30,,101.155923,-1.634104,1.043,739860.2389,9819253.184
1/4/2020 15:39,,101.17362,-1.62303,-0.11487,741831.4107,9820475.966
3/4/2020 0:13,,101.19349,-1.66787,6.49486,744037.7222,9815513.716
3/4/2020 0:13,,101.158591,-1.634963,0.548,740157.1099,9819157.851
3/4/2020 0:16,,101.141267,-1.641565,0.653,738228.0171,9818429.679
3/4/2020 0:24,,101.147037,-1.639266,0.91,738870.5368,9818683.28
3/4/2020 0:33,,101.14515,-1.643797,1.286,738659.9605,9818182.336
3/4/2020 0:34,,101.158218,-1.633588,-0.051,740115.755,9819309.984
3/4/2020 1:07,,101.146501,-1.638102,1.014,738811.0136,9818812.093
3/4/2020 1:13,,101.149903,-1.642582,1.019,739189.1523,9818316.157
3/4/2020 1:14,,101.146725,-1.642204,1.016,738835.4598,9818358.348
3/4/2020 1:17,,101.151958,-1.645333,0.749,739417.563,9818011.625
3/4/2020 1:18,,101.147714,-1.640353,1.17,738945.7635,9818562.967
3/4/2020 1:20,,101.146854,-1.639335,1.212,738850.1592,9818675.67
3/4/2020 1:21,,101.147556,-1.644015,0.91,738927.7415,9818157.936
3/4/2020 1:21,,101.14757,-1.64639,-0.449,738929.017,9817895.237
3/4/2020 1:22,,101.147501,-1.642488,0.83,738921.8012,9818326.842
3/4/2020 1:33,,101.145742,-1.639757,1.087,738726.3344,9818629.125
3/4/2020 1:34,,101.146782,-1.640408,0.978,738842.0177,9818556.995
3/4/2020 1:35,,101.147585,-1.639182,1.087,738931.5437,9818692.506
3/4/2020 1:36,,101.147763,-1.639464,0.809,738951.3231,9818661.293
3/4/2020 1:36,,101.150577,-1.638752,1.052,739264.6296,9818739.71
3/4/2020 1:36,,101.149345,-1.637293,1.118,739127.6706,9818901.236
3/4/2020 1:36,,101.149873,-1.641006,0.928,739186.0005,9818490.481
3/4/2020 1:38,,101.150373,-1.642908,1.131,739241.4284,9818280.042
3/4/2020 1:39,,101.153177,-1.64064,0.998,739553.8074,9818530.568
3/4/2020 1:39,,101.148509,-1.64178,0.908,739034.084,9818405.033
3/4/2020 1:44,,101.146375,-1.640469,1.087,738796.708,9818550.296
3/4/2020 2:15,,101.147887,-1.638907,1.026,738965.1914,9818722.887
3/4/2020 2:47,,101.155499,-1.638939,1.203,739812.4689,9818718.437
3/4/2020 5:24,,101.119134,-1.646187,-0.846,735763.9186,9817921.078
4/4/2020 15:40,,101.128101,-1.630321,-0.46,736763.8654,9819674.916
5/4/2020 10:29,,101.146623,-1.639413,0.966,738824.4377,9818667.07
5/4/2020 10:33,,101.153443,-1.637148,0.598,739583.8309,9818916.785
5/4/2020 10:34,,101.144903,-1.642895,0.915,738632.5746,9818282.135
5/4/2020 10:35,,101.149903,-1.6383,0.451,739189.6613,9818789.786
5/4/2020 10:35,,101.150948,-1.64342,0.331,739305.3697,9818223.342
5/4/2020 10:42,,101.145308,-1.641001,1.109,738677.8791,9818491.58
5/4/2020 10:43,,101.145871,-1.641157,1.011,738740.5271,9818474.258
5/4/2020 10:51,,101.148656,-1.640112,0.744,739050.6445,9818589.511
5/4/2020 10:52,,101.147331,-1.642226,0.991,738902.9099,9818355.842
5/4/2020 10:53,,101.145491,-1.640134,0.847,738698.3514,9818587.456
5/4/2020 10:55,,101.149073,-1.642715,0.675,739096.7506,9818301.546
5/4/2020 10:57,,101.145592,-1.642251,0.983,738709.3422,9818353.285
5/4/2020 10:59,,101.148613,-1.643281,0.85,739045.4815,9818238.996
5/4/2020 11:02,,101.148888,-1.638531,0.803,739076.6558,9818764.357
5/4/2020 11:38,,101.136377,-1.626007,0.737,737685.5535,9820151.104
5/4/2020 11:59,,101.146098,-1.636123,0.928,738766.3907,9819031.036
5/4/2020 13:00,,101.149726,-1.642544,0.204,739169.4553,9818320.382
5/4/2020 17:12,,101.144268,-1.647533,1.064,738561.3426,9817769.207
5/4/2020 17:37,,101.15674,-1.65613,0.74756,739948.5444,9816816.797
5/4/2020 19:34,,101.14691,-1.64472,0.698,738855.7526,9818080.034
5/4/2020 19:46,,101.147893,-1.643223,0.853,738965.3465,9818245.498
5/4/2020 19:53,,101.147816,-1.643493,0.792,738956.7437,9818215.642
5/4/2020 20:01,,101.149136,-1.639207,1.026,739104.18,9818689.555
5/4/2020 20:04,,101.147598,-1.641325,0.838,738932.7363,9818455.469
5/4/2020 20:14,,101.146648,-1.642543,0.815,738826.8488,9818320.861
5/4/2020 20:21,,101.145585,-1.638629,1.019,738708.9928,9818753.911
5/4/2020 20:37,,101.150009,-1.643138,0.606,739200.8848,9818254.646
5/4/2020 20:50,,101.144973,-1.643567,0.734,738640.2863,9818207.797
5/4/2020 21:38,,101.145546,-1.637253,1.224,738704.8147,9818906.113
5/4/2020 22:36,,101.14931,-1.64279,0.881,739123.1217,9818293.222
5/4/2020 22:41,,101.148965,-1.639714,0.798,739085.0861,9818633.497
5/4/2020 22:59,,101.144271,-1.642262,1.045,738562.3031,9818352.226
6/4/2020 5:41,,101.146239,-1.638225,1.18,738781.8362,9818798.519
6/4/2020 19:52,,101.142585,-1.638451,1.153,738375.0896,9818773.957
7/4/2020 9:26,,101.147496,-1.640634,0.888,738921.4649,9818531.912
7/4/2020 9:26,,101.151437,-1.639689,1.07,739360.2436,9818635.966
7/4/2020 9:33,,101.147113,-1.641903,0.999,738878.6831,9818391.595
7/4/2020 9:33,,101.153599,-1.64213,-0.149,739600.6021,9818365.71
7/4/2020 9:40,,101.144979,-1.643763,0.934,738640.9309,9818186.117
7/4/2020 10:49,,101.153751,-1.642494,0.715,739617.4776,9818325.43
7/4/2020 10:54,,101.14755,-1.642833,0.821,738927.2142,9818288.676
7/4/2020 15:37,,101.14678,-1.642731,0.952,738841.5191,9818300.05
8/4/2020 10:48,,101.147822,-1.63731,1.31,738958.1458,9818899.537
8/4/2020 13:05,,101.150568,-1.638815,1.053,739263.6203,9818732.743
8/4/2020 13:13,,101.143956,-1.642095,1.126,738527.261,9818370.735
8/4/2020 16:30,,101.147854,-1.642034,1.16,738961.1469,9818377.016
8/4/2020 16:42,,101.149001,-1.639317,1.221,739089.1403,9818677.404
8/4/2020 18:54,,101.153789,-1.64361,0.43,739621.5743,9818201.985
8/4/2020 19:41,,101.15019,-1.641892,0.945,739221.1799,9818392.443
10/4/2020 21:17,,101.148316,-1.640434,0.908,739012.7614,9818553.936
10/4/2020 21:22,,101.148163,-1.638989,1.146,738995.9028,9818713.784
11/4/2020 9:07,,101.148677,-1.638833,1.018,739053.1338,9818730.978
11/4/2020 9:11,,101.147741,-1.640389,0.939,738948.7645,9818558.982
11/4/2020 9:49,,101.143955,-1.638475,1.113,738527.5787,9818771.139
11/4/2020 23:19,,101.14967,-1.639321,1.167,739163.6052,9818676.882
11/4/2020 23:42,,101.146678,-1.638414,1.225,738830.6782,9818777.562
12/4/2020 0:04,,101.145095,-1.635696,1.18,738654.7989,9819078.385
13/4/2020 11:22,,101.148559,-1.643058,0.385,739039.4974,9818263.668
13/4/2020 11:33,,101.142637,-1.641748,1.299,738380.4871,9818409.274
13/4/2020 11:33,,101.144225,-1.640781,1.332,738557.3587,9818516.043
13/4/2020 11:33,,101.147505,-1.63593,1.329,738923.0245,9819052.216
13/4/2020 11:41,,101.147063,-1.637745,1.098,738873.6112,9818851.513
13/4/2020 11:44,,101.147854,-1.639551,1.065,738961.4418,9818651.659
13/4/2020 11:45,,101.149096,-1.640673,0.947,739099.5535,9818527.407
15/4/2020 19:25,,101.1464,-1.641813,0.916,738799.3312,9818401.635
17/4/2020 12:44,,101.148576,-1.641756,0.921,739041.5445,9818407.679
17/4/2020 12:52,,101.147346,-1.641038,0.562,738904.7207,9818487.244
17/4/2020 12:56,,101.152613,-1.642291,0.651,739490.8327,9818348.02
18/4/2020 0:54,,101.146032,-1.643712,1.139,738758.1441,9818191.633
20/4/2020 23:17,,101.149542,-1.639369,0.97,739149.352,9818671.588
21/4/2020 8:38,,101.149423,-1.642131,1.043,739135.778,9818366.1
21/4/2020 10:32,,101.150602,-1.641339,0.435,739267.1048,9818453.561
21/4/2020 10:41,,101.147573,-1.63941,0.61,738930.1809,9818667.288
21/4/2020 12:56,,101.14642,-1.637298,0.374,738802.0929,9818901.032
21/4/2020 13:12,,101.150393,-1.638478,0.744,739244.1814,9818770.039
22/4/2020 14:48,,101.147324,-1.643015,0.86,738902.037,9818268.572
22/4/2020 17:14,,101.16398,-1.66494,4.60064,740753.3496,9815841.442
22/4/2020 23:04,,101.146607,-1.636389,0.998,738823.0152,9819001.553
22/4/2020 23:10,,101.149443,-1.63677,0.819,739138.6409,9818959.073
22/4/2020 23:25,,101.141319,-1.634488,1.084,738234.6418,9819212.449
23/4/2020 6:40,,101.148056,-1.637368,0.652,738984.1851,9818893.094
23/4/2020 20:34,,101.144329,-1.638267,1.087,738569.2326,9818794.101
23/4/2020 20:40,,101.137307,-1.638808,0.703,737787.5649,9818735.097
23/4/2020 20:41,,101.149774,-1.638199,0.413,739175.3145,9818800.973
23/4/2020 21:11,,101.146605,-1.637185,1.169,738822.6983,9818913.509
23/4/2020 21:30,,101.14982,-1.636508,0.584,739180.6353,9818988.008
23/4/2020 21:34,,101.148197,-1.636067,1,739000.0338,9819036.98
23/4/2020 22:18,,101.134767,-1.636941,1.226,737505.0639,9818941.904
23/4/2020 22:19,,101.146314,-1.63494,0.778,738790.5733,9819161.86
23/4/2020 22:19,,101.143856,-1.636941,1.146,738516.7408,9818940.825
23/4/2020 22:20,,101.148577,-1.638047,1.002,739042.0963,9818817.928
23/4/2020 22:21,,101.148352,-1.636402,0.931,739017.2469,9818999.907
23/4/2020 22:22,,101.146795,-1.637917,1.059,738843.7601,9818832.52
23/4/2020 22:23,,101.151601,-1.635307,1.03,739379.0186,9819120.637
23/4/2020 22:38,,101.149769,-1.637896,0.864,739174.7939,9818834.488
24/4/2020 15:24,,101.121088,-1.640706,-0.238,735982.0543,9818527.085
24/4/2020 20:06,,101.153905,-1.639843,0.066,739634.935,9818618.637
24/4/2020 20:16,,101.146346,-1.637688,1.139,738793.8098,9818857.903
24/4/2020 20:59,,101.150024,-1.63788,0.941,739203.1795,9818836.227
24/4/2020 23:45,,101.149027,-1.638518,1.045,739092.1292,9818765.778
25/4/2020 11:03,,101.149042,-1.63663,0.902,739094.0228,9818974.606
25/4/2020 11:07,,101.150682,-1.639719,0.775,739276.2021,9818632.738
25/4/2020 16:38,,101.143101,-1.637617,1.205,738432.6232,9818866.143
25/4/2020 16:49,,101.149057,-1.638467,0.574,739095.4745,9818771.415
25/4/2020 16:53,,101.150235,-1.637873,0.518,739226.6664,9818836.976
25/4/2020 21:35,,101.144039,-1.639999,0.659,738536.7481,9818602.561
26/4/2020 19:41,,101.149221,-1.638338,0.982,739113.7444,9818785.664
28/4/2020 4:04,,101.128385,-1.625018,-0.084,736796.0959,9820261.434
29/4/2020 9:03,,101.13022,-1.6103,2.45951,737002.055,9821889.144
29/4/2020 9:12,,101.12963,-1.61652,0.69434,736935.6626,9821201.233
30/4/2020 20:09,,101.149427,-1.637874,1.106,739136.729,9818836.962
1/5/2020 12:28,,101.108213,-1.63662,0.714,734549.4674,9818980.537
2/5/2020 8:45,,101.123079,-1.617831,0.83,736206.3321,9821056.99
2/5/2020 15:51,,101.12858,-1.617524,0.164,736818.6725,9821090.305
2/5/2020 16:46,,101.128988,-1.618181,0.162,736864.01,9821017.588
2/5/2020 16:46,,101.133568,-1.615757,0.433,737374.0838,9821285.166
2/5/2020 16:47,,101.128075,-1.618561,0.35,736762.3416,9820975.664
2/5/2020 16:48,,101.127957,-1.620438,0.323,736748.9892,9820768.067
4/5/2020 7:10,,101.131908,-1.626976,0.644,737188.0046,9820044.451
4/5/2020 18:00,,101.130996,-1.629834,0.797,737086.1576,9819728.441
6/5/2020 13:09,,101.13957,-1.61719,4.87328,738041.9921,9821125.962
7/5/2020 14:25,,101.14277,-1.62659,1.77206,738397.08,9820085.864
7/5/2020 19:22,,101.125957,-1.637091,0.748,736524.43,9818926.355
10/5/2020 1:46,,101.147154,-1.627621,2.183,738884.9364,9819971.308
16/5/2020 11:08,,101.14795,-1.6216,-0.0337,738974.2465,9820637.19
19/5/2020 12:43,,101.133583,-1.635782,1.698,737373.4122,9819070.239
19/5/2020 17:55,,101.12579,-1.65142,1.3988,736504.1537,9817341.481
1/6/2020 11:38,,101.12947,-1.63043,-0.47381,736916.2325,9819662.698
6/6/2020 1:30,,101.14129,-1.56916,5.63656,738238.9662,9826438.288
6/6/2020 20:41,,101.141889,-1.649487,0.427,738296.3095,9817553.363
6/6/2020 20:42,,101.148134,-1.64378,0.98,738992.1055,9818183.859
11/6/2020 15:40,,101.12467,-1.62782,-0.52382,736382.262,9819951.948
11/6/2020 15:40,,101.126773,-1.631662,0.591,736615.8925,9819526.747
16/6/2020 16:40,,101.146369,-1.649195,-0.547,738795.0018,9817585.123
20/6/2020 13:10,,101.20072,-1.63072,0.79833,744847.0413,9819622.089
21/6/2020 8:43,,101.16314,-1.6113,3.75128,740666.2573,9821774.674
27/6/2020 8:52,,101.13766,-1.644461,1.515,737826.1878,9818109.787
28/6/2020 20:45,,101.14265,-1.62377,1.22117,738384.0539,9820397.795
30/6/2020 2:01,,101.15163,-1.59989,6.58656,739386.4013,9823038.083
3/7/2020 16:03,,101.12707,-1.6097,6.74802,736651.5025,9821955.875
12/7/2020 13:12,,101.13631,-1.61942,3.75176,737678.8655,9820879.688
15/7/2020 17:09,,101.128438,-1.606014,-0.538,736804.1976,9822363.416
17/7/2020 10:31,,101.14025,-1.65725,0.83979,738112.951,9816694.905
18/7/2020 19:34,,101.120825,-1.611611,0.77,735956.1627,9821745.229
18/7/2020 19:35,,101.17288,-1.59875,0.83718,741751.9051,9823161.686
20/7/2020 17:57,,101.127662,-1.633588,0.57,736714.6191,9819313.612
22/7/2020 21:06,,101.147396,-1.642684,0.824,738910.0905,9818305.175
23/7/2020 10:59,,101.125525,-1.636219,0.438,736476.4477,9819022.856
23/7/2020 17:20,,101.16282,-1.66601,0.88474,740624.1023,9815723.231
29/7/2020 13:14,,101.14237,-1.65806,1.97314,738348.8245,9816605.057
31/7/2020 12:00,,101.149852,-1.645899,0.769,739183.0804,9817949.273
31/7/2020 12:01,,101.145795,-1.646773,0.571,738731.3999,9817853.087
11/8/2020 8:07,,101.130006,-1.62016,0.242,736977.0916,9820798.577
15/8/2020 8:28,,101.1561,-1.63889,0.60688,739879.3714,9818723.785
19/8/2020 17:38,,101.17076,-1.66472,1.62332,741508.0468,9815864.946
20/8/2020 19:47,,101.14889,-1.59077,7.43239,739082.4639,9824047.158
20/8/2020 19:47,,101.12812,-1.65081,1.18369,736763.5693,9817408.674
29/8/2020 8:58,,101.12458,-1.63498,-0.56748,736371.4079,9819160.01
31/8/2020 4:29,,101.133089,-1.641994,0.135,737317.6944,9818383.201
1/9/2020 6:26,,101.16264,-1.63353,1.915,740607.9728,9819315.87
2/9/2020 5:49,,101.101149,-1.634465,0.812,733763.4561,9819219.717
2/9/2020 8:44,,101.14793,-1.650929,-0.339,738968.5461,9817393.14
5/9/2020 7:50,,101.14956,-1.61981,-0.51982,739153.6648,9820834.991
6/9/2020 5:58,,101.146081,-1.643053,0.962,738763.6766,9818264.518
6/9/2020 6:02,,101.141918,-1.649203,1.022,738299.5712,9817584.772
7/9/2020 3:29,,101.20163,-1.59698,3.49002,744952.3768,9823354.061
7/9/2020 3:30,,101.14189,-1.62627,0.85231,738299.166,9820121.363
7/9/2020 9:00,,101.10923,-1.628005,2.681,734663.6649,9819933.291
10/9/2020 12:03,,101.14598,-1.54388,4.04686,738763.8648,9829233.945
11/9/2020 2:37,,101.1553,-1.60243,5.72877,739794.6168,9822756.706
11/9/2020 16:10,,101.138258,-1.62411,-0.459,737895.1466,9820360.706
15/9/2020 21:05,,101.16187,-1.60099,1.18911,740526.099,9822915.214
24/9/2020 2:17,,101.1551,-1.61567,-0.3568,739770.8072,9821292.259
24/9/2020 12:44,,101.131242,-1.631098,-0.24,737113.3912,9819588.603
26/9/2020 15:31,,101.133092,-1.61316,0.329,737321.4023,9821572.471
26/9/2020 15:31,,101.145687,-1.600044,2.052,738724.8649,9823021.743
28/9/2020 4:40,,101.156383,-1.639486,-0.673,739910.8008,9818657.828
4/10/2020 3:28,,101.12944,-1.62125,0.65378,736913.9645,9820678.081
4/10/2020 7:45,,101.123056,-1.615421,-0.306,736204.0509,9821323.557
4/10/2020 11:18,,101.131421,-1.612083,0.684,737135.5304,9821691.791
4/10/2020 12:24,,101.127856,-1.618514,0.29,736737.9706,9820980.888
4/10/2020 12:52,,101.128619,-1.617806,0.369,736822.9808,9821059.109
4/10/2020 13:00,,101.127217,-1.618941,0.381,736666.7952,9820933.734
4/10/2020 14:23,,101.128465,-1.617693,0.204,736805.8525,9821071.626
4/10/2020 14:25,,101.128115,-1.618174,0.273,736766.8388,9821018.465
4/10/2020 14:26,,101.127757,-1.618203,0.197,736726.9872,9821015.299
4/10/2020 16:10,,101.128717,-1.617102,0.292,736833.9707,9821136.966
4/10/2020 16:21,,101.12867,-1.615891,0.464,736828.8797,9821270.917
4/10/2020 17:14,,101.127363,-1.616671,0.34,736683.3095,9821184.796
4/10/2020 18:24,,101.130051,-1.609111,1.899,736983.3813,9822020.676
4/10/2020 18:31,,101.128172,-1.618011,0.4,736773.2023,9821036.487
4/10/2020 19:30,,101.125082,-1.618477,0.082,736429.2068,9820985.305
19/10/2020 17:28,,101.123969,-1.615052,0.929,736305.7176,9821364.264
19/10/2020 17:28,,101.124351,-1.614935,1.01,736348.2508,9821377.161
21/10/2020 4:14,,101.131872,-1.615596,2.192,737185.3232,9821303.173
21/10/2020 10:25,,101.12297,-1.6429,3.51235,736191.2751,9818284.19
21/10/2020 10:25,,101.14836,-1.61029,1.28197,739021.2068,9821888.131
21/10/2020 12:43,,101.15815,-1.60098,0.73885,740112.0221,9822916.756
23/10/2020 21:00,,101.129071,-1.618594,0.237,736873.2006,9820971.898
23/10/2020 21:08,,101.128444,-1.619722,0.216,736803.2794,9820847.206
23/10/2020 21:13,,101.141251,-1.613027,0.061,738229.5878,9821586.228
5/11/2020 13:31,,101.146207,-1.643417,0.854,738777.6581,9818224.241
5/11/2020 13:31,,101.151499,-1.642331,0.976,739366.8303,9818343.729
5/11/2020 13:35,,101.151544,-1.640637,0.822,739372.0408,9818531.096
6/11/2020 4:19,,101.132026,-1.641157,0.184,737199.4737,9818475.906
6/11/2020 4:19,,101.16447,-1.63705,-0.48672,740811.2498,9818926.303
6/11/2020 13:36,,101.153361,-1.639647,0.941,739574.4064,9818640.382
6/11/2020 16:08,,101.150809,-1.639515,0.925,739290.3625,9818655.287
6/11/2020 16:09,,101.159738,-1.63629,0.94,740284.6238,9819010.934
6/11/2020 17:09,,101.1653,-1.6319,-0.40451,740904.2512,9819495.846
10/11/2020 18:02,,101.15,-1.64805,2.43819,739199.2973,9817711.335
11/11/2020 10:11,,101.14291,-1.62919,-0.71109,738412.3575,9819798.265
11/11/2020 10:50,,101.148605,-1.639907,0.77,739044.9921,9818612.192
11/11/2020 20:31,,101.13206,-1.622057,-0.209,737205.4976,9820588.513
12/11/2020 7:39,,101.13609,-1.617236,-0.659,737654.6321,9821121.282
12/11/2020 11:37,,101.151878,-1.633102,1.141,739410.1125,9819364.497
12/11/2020 13:47,,101.14045,-1.63186,0.46828,738138.2247,9819503.232
12/11/2020 16:11,,101.153989,-1.615706,0.281,739647.1374,9821288.408
12/11/2020 18:27,,101.148298,-1.640607,0.809,739010.7373,9818534.802
12/11/2020 19:40,,101.137808,-1.617831,0.238,737845.7912,9821055.269
18/11/2020 1:50,,101.148745,-1.643097,0.532,739060.1961,9818259.332
24/11/2020 14:44,,101.156162,-1.614641,-0.061,739889.1394,9821405.951
13/12/2020 14:57,,101.1628961,-1.598385974,-0.890625,740640.625,9823203.125
23/12/2020 17:20,,101.1491828,-1.639366792,0.953125,739109.375,9818671.875
30/12/2020 15:03,,101.1509425,-1.577067889,6.6875,739312.5,9825562.5
2/1/2021 12:52,,101.1407717,-1.650111922,1.171875,738171.875,9817484.375
5/1/2021 16:08,,101.1449707,-1.638523758,0.796875,738640.625,9818765.625
5/1/2021 16:10,,101.1410422,-1.640505682,0.453125,738203.125,9818546.875
5/1/2021 16:23,,101.143,-1.633440386,-0.078125,738421.875,9819328.125
5/1/2021 16:24,,101.1462411,-1.64516177,-0.09375,738781.25,9818031.25
5/1/2021 16:32,,101.1390785,-1.641920438,0.984375,737984.375,9818390.625
5/1/2021 16:55,,101.1519964,-1.645014267,0.765625,739421.875,9818046.875
5/1/2021 18:23,,101.149744,-1.63908366,1.671875,739171.875,9818703.125
15/1/2021 9:33,,101.1484068,-1.568312199,6.53125,739031.25,9826531.25
16/1/2021 7:45,,101.1432835,-1.635982828,0.640625,738453.125,9819046.875
21/1/2021 1:32,,101.1417737,-1.601869228,-0.945312,738289.062,9822820.312
22/1/2021 2:07,,101.1108612,-1.640679227,-0.15625,734843.75,9818531.25
30/1/2021 4:12,,101.1395684,-1.640577906,0.726562,738039.062,9818539.062
31/1/2021 5:14,,101.1472158,-1.637673757,0.578125,738890.625,9818859.375
31/1/2021 5:30,,101.1438534,-1.643892981,1.390625,738515.625,9818171.875
31/1/2021 5:51,,101.1359917,-1.643336404,1.359375,737640.625,9818234.375
31/1/2021 5:59,,101.1365529,-1.643053271,1.046875,737703.125,9818265.625
31/1/2021 6:05,,101.1418851,-1.64106983,1.140625,738296.875,9818484.375
31/1/2021 6:05,,101.1476555,-1.655048669,2.9375,738937.5,9816937.5
31/1/2021 6:14,,101.1497434,-1.638518608,1.265625,739171.875,9818765.625
31/1/2021 6:19,,101.1413146,-1.63259461,-0.421875,738234.375,9819421.875
31/1/2021 6:39,,101.1424424,-1.637113843,1.046875,738359.375,9818921.875
31/1/2021 6:39,,101.1379558,-1.642204175,1.296875,737859.375,9818359.375
31/1/2021 12:38,,101.1441278,-1.637959611,0.765625,738546.875,9818828.125
31/1/2021 12:38,,101.1479202,-1.640074473,0.96875,738968.75,9818593.75
1/2/2021 7:25,,101.1450412,-1.638876845,0.601562,738648.438,9818726.562
1/2/2021 7:26,,101.1432169,-1.639443866,0.632812,738445.312,9818664.062
13/2/2021 12:32,,101.1359833,-1.635425607,1.265625,737640.625,9819109.375
13/2/2021 17:43,,101.1390779,-1.641355382,0.765625,737984.375,9818453.125
13/2/2021 17:46,,101.128971,-1.641648768,1.359375,736859.375,9818421.875
13/2/2021 18:27,,101.1513807,-1.593595207,0.390625,739359.375,9823734.375
13/2/2021 23:57,,101.1449752,-1.642761659,1.171875,738640.625,9818296.875
15/2/2021 6:45,,101.1385191,-1.643898738,1.171875,737921.875,9818171.875
2/3/2021 11:36,,101.141021,-1.620446226,-1.984375,738203.125,9820765.625
3/3/2021 15:05,,101.1449713,-1.639088811,0.640625,738640.625,9818703.125
3/3/2021 18:17,,101.1444113,-1.640502051,0.828125,738578.125,9818546.875
3/3/2021 18:44,,101.1463735,-1.637674665,0.234375,738796.875,9818859.375
3/3/2021 18:45,,101.1460224,-1.637463152,0.382812,738757.812,9818882.812
3/3/2021 21:00,,101.1424403,-1.635136152,0.984375,738359.375,9819140.625
4/3/2021 2:21,,101.1435772,-1.648131189,1.328125,738484.375,9817703.125
4/3/2021 11:51,,101.1456712,-1.637251631,1.90625,738718.75,9818906.25
4/3/2021 16:14,,101.1435708,-1.642198122,1.171875,738484.375,9818359.375
4/3/2021 16:52,,101.1435681,-1.639655378,0.578125,738484.375,9818640.625
11/3/2021 9:12,,101.1306957,-1.613040773,0.164062,737054.688,9821585.938
12/3/2021 8:37,,101.1329501,-1.621090492,0.476562,737304.688,9820695.312
12/3/2021 15:34,,101.1340659,-1.545442091,6.4375,737437.5,9829062.5
19/3/2021 2:45,,101.1389367,-1.640649213,2.09375,737968.75,9818531.25
21/3/2021 14:50,,101.1501692,-1.642897303,0.90625,739218.75,9818281.25
8/4/2021 10:29,,101.0634027,-1.631405175,4.5625,729562.5,9819562.5
12/4/2021 8:44,,101.1626267,-1.609122168,2.203125,740609.375,9822015.625
15/4/2021 8:21,,101.0409712,-1.660812982,-0.9375,727062.5,9816312.5
15/4/2021 8:27,,101.0640081,-1.673785825,7.625,729625,9814875
20/4/2021 17:56,,101.1308542,-1.695751178,2.5625,737062.5,9812437.5
15/5/2021 0:35,,101.1004751,-1.642667977,1.8125,733687.5,9818312.5
27/5/2021 21:06,,101.1362718,-1.642771045,1.296875,737671.875,9818296.875
28/5/2021 22:19,,101.1282215,-1.596020932,2.53125,736781.25,9823468.75
30/5/2021 19:45,,101.1404883,-1.647569478,1.796875,738140.625,9817765.625
12/6/2021 10:45,,101.1362733,-1.644183687,0.890625,737671.875,9818140.625
12/6/2021 10:47,,101.1389379,-1.641779325,0.84375,737968.75,9818406.25
23/6/2021 11:49,,101.1469374,-1.639934271,0.609375,738859.375,9818609.375
