,id,timestamp,prob,type,filename
7901,ML10,2020-04-29 00:35:58.500,0.21941723,p,ML10_20200429_120_00.mseed
7902,ML10,2020-04-29 00:36:57.310,0.1823386,p,ML10_20200429_120_00.mseed
7903,ML10,2020-04-29 00:36:57.430,0.12825553,s,ML10_20200429_120_00.mseed
7904,ML10,2020-04-29 00:37:03.690,0.5122462,p,ML10_20200429_120_00.mseed
7905,ML10,2020-04-29 00:37:08.910,0.30976427,s,ML10_20200429_120_00.mseed
7906,ML10,2020-04-29 00:37:08.790,0.15205963,p,ML10_20200429_120_00.mseed
7907,ML10,2020-04-29 00:46:20.310,0.1397108,p,ML10_20200429_120_00.mseed
7908,ML10,2020-04-29 00:47:16.920,0.11095165,s,ML10_20200429_120_00.mseed
7909,ML10,2020-04-29 00:48:36.460,0.100865014,s,ML10_20200429_120_00.mseed
7910,ML10,2020-04-29 00:51:42.610,0.35648167,s,ML10_20200429_120_00.mseed
7911,ML10,2020-04-29 00:51:47.060,0.4932959,s,ML10_20200429_120_00.mseed
7912,ML10,2020-04-29 00:51:53.040,0.21954614,s,ML10_20200429_120_00.mseed
7913,ML10,2020-04-29 00:51:55.760,0.14253226,p,ML10_20200429_120_00.mseed
7914,ML10,2020-04-29 00:51:55.800,0.17430216,s,ML10_20200429_120_00.mseed
7915,ML10,2020-04-29 00:53:58.110,0.11126188,p,ML10_20200429_120_00.mseed
7916,ML10,2020-04-29 00:55:57.990,0.11170215,p,ML10_20200429_120_00.mseed
7917,ML10,2020-04-29 00:56:07.400,0.15647669,s,ML10_20200429_120_00.mseed
7918,ML10,2020-04-29 00:56:12.640,0.22682306,s,ML10_20200429_120_00.mseed
7919,ML10,2020-04-29 00:56:57.640,0.21205196,p,ML10_20200429_120_00.mseed
7920,ML10,2020-04-29 00:57:23.570,0.27222925,s,ML10_20200429_120_00.mseed
7921,ML10,2020-04-29 00:57:28.530,0.12593666,s,ML10_20200429_120_00.mseed
7922,ML10,2020-04-29 00:57:29.690,0.33727118,s,ML10_20200429_120_00.mseed
7923,ML10,2020-04-29 00:58:36.780,0.12653813,p,ML10_20200429_120_00.mseed
7924,ML10,2020-04-29 00:59:00.690,0.16051133,p,ML10_20200429_120_00.mseed
7925,ML10,2020-04-29 00:59:20.120,0.3091095,s,ML10_20200429_120_00.mseed
7926,ML10,2020-04-29 00:59:22.040,0.52276546,s,ML10_20200429_120_00.mseed
7927,ML10,2020-04-29 00:59:22.220,0.15525912,p,ML10_20200429_120_00.mseed
7928,ML09,2020-04-29 23:08:22.470,0.3030845,p,ML09_20200429_120_23.mseed
7929,ML09,2020-04-29 23:08:22.780,0.12547922,s,ML09_20200429_120_23.mseed
7930,ML09,2020-04-29 22:50:16.360,0.3655797,p,ML09_20200429_120_22.mseed
7931,ML09,2020-04-29 22:50:17.000,0.37588152,s,ML09_20200429_120_22.mseed
7932,ML09,2020-04-29 22:50:48.230,0.6371503,p,ML09_20200429_120_22.mseed
7933,ML09,2020-04-29 22:51:23.030,0.20130183,s,ML09_20200429_120_22.mseed
7934,ML09,2020-04-29 22:51:22.670,0.1201847,p,ML09_20200429_120_22.mseed
7935,ML09,2020-04-29 21:00:00.030,0.10557103,s,ML09_20200429_120_21.mseed
7936,ML09,2020-04-29 20:19:31.290,0.2974982,s,ML09_20200429_120_20.mseed
7937,ML09,2020-04-29 20:19:31.140,0.10784215,p,ML09_20200429_120_20.mseed
7938,ML09,2020-04-29 20:19:46.010,0.20528081,p,ML09_20200429_120_20.mseed
7939,ML09,2020-04-29 20:19:45.920,0.16515255,s,ML09_20200429_120_20.mseed
7940,ML09,2020-04-29 20:20:15.790,0.1162561,s,ML09_20200429_120_20.mseed
7941,ML09,2020-04-29 19:08:14.990,0.5262712,p,ML09_20200429_120_19.mseed
7942,ML09,2020-04-29 19:08:15.940,0.17989919,s,ML09_20200429_120_19.mseed
7943,ML09,2020-04-29 19:08:22.940,0.11488304,p,ML09_20200429_120_19.mseed
7944,ML09,2020-04-29 19:28:01.320,0.13080801,s,ML09_20200429_120_19.mseed
7945,ML09,2020-04-29 19:50:32.170,0.22957024,s,ML09_20200429_120_19.mseed
7946,ML09,2020-04-29 18:43:13.510,0.40399894,p,ML09_20200429_120_18.mseed
7947,ML09,2020-04-29 18:43:14.280,0.26096708,s,ML09_20200429_120_18.mseed
7948,ML09,2020-04-29 18:43:33.900,0.10182214,p,ML09_20200429_120_18.mseed
7949,ML09,2020-04-29 18:43:38.060,0.10464379,s,ML09_20200429_120_18.mseed
7950,ML09,2020-04-29 18:45:59.620,0.5218507,p,ML09_20200429_120_18.mseed
7951,ML09,2020-04-29 18:50:32.040,0.103953525,p,ML09_20200429_120_18.mseed
7952,ML09,2020-04-29 18:50:32.540,0.28502753,s,ML09_20200429_120_18.mseed
7953,ML09,2020-04-29 17:15:00.630,0.2438676,p,ML09_20200429_120_17.mseed
7954,ML09,2020-04-29 17:15:01.130,0.34096324,s,ML09_20200429_120_17.mseed
7955,ML09,2020-04-29 17:23:26.560,0.105344765,p,ML09_20200429_120_17.mseed
7956,ML09,2020-04-29 17:25:25.330,0.11302416,p,ML09_20200429_120_17.mseed
7957,ML09,2020-04-29 17:33:01.350,0.12962519,s,ML09_20200429_120_17.mseed
7958,ML09,2020-04-29 17:43:17.110,0.101350665,s,ML09_20200429_120_17.mseed
7959,ML09,2020-04-29 16:04:15.200,0.13264897,s,ML09_20200429_120_16.mseed
7960,ML09,2020-04-29 16:44:30.780,0.4975304,p,ML09_20200429_120_16.mseed
7961,ML09,2020-04-29 16:44:30.970,0.32437584,s,ML09_20200429_120_16.mseed
7962,ML09,2020-04-29 15:12:15.520,0.13042934,s,ML09_20200429_120_15.mseed
7963,ML09,2020-04-29 15:40:56.150,0.26264492,p,ML09_20200429_120_15.mseed
