event_id,station_id,timestamp,prob,type
2232,ML04,51:23.4,0.88554937,S
2234,ML04,57:40.3,0.9577884,P
2234,ML04,57:40.8,0.9353845,S
2235,ML04,00:12.1,0.74232596,P
2235,ML04,00:12.5,0.94520366,S
2236,ML04,00:26.4,0.9107886,P
2236,ML04,00:27.9,0.8975209,S
2238,ML04,10:26.4,0.9574602,P
2238,ML04,10:26.9,0.9583546,S
2239,ML04,13:07.8,0.95040154,P
2239,ML04,13:08.2,0.84389293,S
2241,ML04,14:31.7,0.5246065,P
2241,ML04,14:32.1,0.78366345,S
2242,ML04,26:31.3,0.7768528,P
2242,ML04,26:32.3,0.15772662,P
2242,ML04,26:32.9,0.81764024,S
2243,ML04,10:33.1,0.8424469,P
2243,ML04,10:35.0,0.4642105,S
2245,ML04,43:19.1,0.22569941,P
2245,ML04,43:20.3,0.7772171,P
2245,ML04,43:20.9,0.7303757,S
2254,ML04,20:52.0,0.39145547,P
2254,ML04,20:52.8,0.50719786,S
2254,ML04,20:52.8,0.28014603,P
2254,ML04,20:53.4,0.27115738,S
2256,ML04,53:15.5,0.85863805,P
2256,ML04,53:17.9,0.38108614,S
2257,ML04,49:21.7,0.45500827,P
2257,ML04,49:24.4,0.5447327,S
2260,ML04,55:30.7,0.9614317,P
2260,ML04,55:31.2,0.85375804,S
2261,ML04,02:35.2,0.8221838,P
2261,ML04,02:35.8,0.9510953,S
2262,ML04,04:33.2,0.964311,P
2262,ML04,04:33.7,0.9510768,S
2264,ML04,37:50.4,0.98148304,P
2264,ML04,37:50.9,0.95913434,S
2265,ML04,44:10.3,0.96833,P
2265,ML04,44:10.8,0.9623635,S
2266,ML04,22:11.5,0.9749384,P
2266,ML04,22:12.0,0.9379009,S
2268,ML04,08:51.2,0.84854114,P
2268,ML04,08:51.8,0.9567126,S
2272,ML04,57:31.8,0.5721647,P
2272,ML04,57:32.0,0.6134333,S
2280,ML04,57:57.9,0.49675044,P
2283,ML04,53:06.4,0.7197837,P
2283,ML04,53:07.2,0.13373062,P
2283,ML04,53:07.9,0.95040727,S
2284,ML04,04:25.0,0.8268429,P
2284,ML04,04:26.4,0.77734655,S
2285,ML04,20:41.6,0.4901142,P
2285,ML04,20:43.0,0.8751418,S
2292,ML04,39:26.3,0.9133122,P
2292,ML04,39:28.4,0.8217727,S
2293,ML04,59:11.5,0.84962916,P
2293,ML04,59:11.7,0.112725474,S
2293,ML04,59:12.6,0.1537337,S
2297,ML04,00:19.9,0.9360644,P
2297,ML04,00:21.9,0.53088987,S
2364,ML04,54:48.6,0.8601545,P
2364,ML04,54:48.8,0.1298586,S
2364,ML04,54:49.9,0.28121868,S
2383,ML04,26:42.2,0.7198938,P
2383,ML04,26:43.6,0.52771974,S
2399,ML04,22:49.9,0.1211413,P
2399,ML04,22:51.8,0.1858157,S
2404,ML04,53:26.3,0.37198827,P
2415,ML04,04:57.4,0.17024077,S
2426,ML04,31:18.6,0.17298613,P
2439,ML04,38:54.3,0.4749356,P
2443,ML04,18:22.0,0.27705622,P
2443,ML04,18:22.1,0.4790448,S
2458,ML04,28:42.4,0.81152517,P
2458,ML04,28:42.8,0.13128102,S
2458,ML04,28:44.4,0.18080789,S
2460,ML04,30:34.7,0.38456094,P
2460,ML04,30:36.7,0.72331136,S
2481,ML04,28:49.8,0.8477337,P
2481,ML04,28:51.6,0.88732666,S
471,ML05,03:30.4,0.2894261,P
474,ML05,28:45.3,0.5039311,P
474,ML05,28:46.8,0.8802619,S
476,ML05,51:07.1,0.26799092,P
476,ML05,51:08.0,0.22090308,P
476,ML05,51:08.5,0.87842625,S
477,ML05,46:47.6,0.93688744,P
477,ML05,46:48.5,0.7339189,S
479,ML05,47:50.5,0.8974602,P
479,ML05,47:51.1,0.7696997,S
479,ML05,47:51.8,0.10332787,S
480,ML05,48:21.9,0.97036946,P
480,ML05,48:22.5,0.9080831,S
481,ML05,10:57.6,0.17452885,P
481,ML05,10:58.4,0.22463338,S
482,ML05,00:29.5,0.754713,P
483,ML05,09:24.2,0.9101038,P
483,ML05,09:25.6,0.7943193,S
486,ML05,46:09.5,0.8360868,P
490,ML05,38:53.6,0.40537804,P
490,ML05,38:54.1,0.10337574,P
490,ML05,38:54.6,0.7523586,S
490,ML05,38:55.1,0.19965713,S
495,ML05,40:38.8,0.21690065,P
495,ML05,40:40.2,0.48930097,S
497,ML05,10:58.3,0.19457957,P
497,ML05,10:59.7,0.5038136,P
497,ML05,11:01.4,0.18633476,S
500,ML05,45:42.8,0.86624783,P
500,ML05,45:44.5,0.4090639,S
501,ML05,02:00.5,0.56553936,P
504,ML05,09:20.8,0.49074703,P
504,ML05,09:22.4,0.71847254,S
506,ML05,34:56.3,0.7289331,P
506,ML05,34:56.3,0.10170759,S
506,ML05,34:58.2,0.17173816,S
507,ML05,35:42.2,0.30136013,S
2004,ML05,54:27.7,0.6355387,P
2004,ML05,54:29.5,0.59013265,S
2014,ML05,03:32.6,0.6982287,P
2014,ML05,03:34.1,0.875873,S
2015,ML05,14:48.8,0.12363626,P
2015,ML05,14:49.8,0.7649633,P
2015,ML05,14:50.8,0.63658607,S
2017,ML05,46:19.1,0.859735,P
2017,ML05,46:20.2,0.8451718,S
2018,ML05,08:46.4,0.95774406,P
2018,ML05,08:47.5,0.8774059,S
2019,ML05,08:59.0,0.9589715,P
2019,ML05,09:00.1,0.7909608,S
2020,ML05,10:59.5,0.95286393,P
2020,ML05,11:00.6,0.72037125,S
2021,ML05,20:48.8,0.9711676,P
2021,ML05,20:49.8,0.78125626,S
2023,ML05,21:16.3,0.9686612,P
2023,ML05,21:17.4,0.77294004,S
2024,ML05,23:57.5,0.96744454,P
2024,ML05,23:58.6,0.7513414,S
2025,ML05,24:51.9,0.9027122,P
2025,ML05,24:53.0,0.7315626,S
2026,ML05,32:25.8,0.95775014,P
2026,ML05,32:26.9,0.7970634,S
2028,ML05,55:01.6,0.94280684,P
2028,ML05,55:02.6,0.7977632,S
2029,ML05,23:53.0,0.6363527,P
2029,ML05,23:54.5,0.683064,S
2030,ML05,51:26.9,0.97643274,P
2030,ML05,51:28.0,0.8182117,S
2033,ML05,53:51.6,0.50338566,P
2033,ML05,53:52.6,0.2359629,S
2033,ML05,53:53.2,0.5654503,S
2034,ML05,33:03.2,0.8327751,P
2034,ML05,33:04.7,0.49083242,S
2037,ML05,17:11.7,0.4983892,P
2037,ML05,17:13.3,0.7019935,S
2038,ML05,28:41.8,0.25292966,P
2038,ML05,28:42.7,0.41195962,S
2039,ML05,45:37.2,0.25888225,P
2039,ML05,45:37.8,0.2458448,P
2039,ML05,45:39.3,0.68726873,S
2040,ML05,21:10.3,0.7938378,P
2040,ML05,21:11.4,0.66269445,S
2042,ML05,19:07.6,0.6989895,P
2042,ML05,19:09.1,0.7833166,S
2043,ML05,59:08.0,0.56795716,S
2049,ML05,18:34.1,0.6410652,P
2049,ML05,18:34.7,0.82291794,S
2052,ML05,13:36.9,0.9585286,P
2052,ML05,13:38.0,0.8122028,S
2056,ML05,21:09.3,0.9789145,P
2056,ML05,21:10.4,0.7680081,S
2057,ML05,22:15.1,0.9702556,P
2057,ML05,22:16.1,0.72901106,S
2059,ML05,46:25.2,0.9811887,P
2059,ML05,46:26.3,0.7573109,S
2070,ML05,13:36.9,0.9471037,P
2070,ML05,13:37.9,0.78159624,S
2063,ML05,02:37.8,0.9267985,P
2063,ML05,02:38.8,0.80992854,S
2063,ML05,02:39.7,0.12047177,S
2066,ML05,05:45.3,0.8965991,P
2066,ML05,05:46.8,0.79879045,S
2067,ML05,06:29.7,0.9726696,P
2067,ML05,06:30.8,0.76160985,S
2072,ML05,19:40.5,0.9329719,P
2072,ML05,19:41.7,0.6375328,S
2073,ML05,23:41.8,0.7308409,P
2073,ML05,23:43.0,0.3883112,S
2073,ML05,23:44.1,0.50893384,S
2077,ML05,23:41.8,0.74827456,P
2077,ML05,23:43.0,0.44203305,S
2077,ML05,23:44.0,0.52463496,S
2078,ML05,01:14.7,0.96919,P
2078,ML05,01:15.7,0.8608966,S
2081,ML05,38:22.9,0.9762263,P
2081,ML05,38:24.0,0.8321297,S
2082,ML05,39:15.7,0.97757226,P
2082,ML05,39:16.8,0.74365944,S
2084,ML05,40:21.4,0.34011284,P
2084,ML05,40:22.4,0.75853705,P
2084,ML05,40:23.4,0.67104465,S
2085,ML05,40:36.3,0.89974356,P
2085,ML05,40:37.4,0.7191108,S
2086,ML05,41:17.9,0.9177954,P
2086,ML05,41:19.0,0.7329421,S
2087,ML05,43:59.8,0.9780035,P
2087,ML05,44:00.9,0.8465105,S
2088,ML05,46:01.3,0.9772201,P
2088,ML05,46:02.4,0.767285,S
2089,ML05,40:21.4,0.36987916,P
2089,ML05,40:22.4,0.6776606,P
2089,ML05,40:23.4,0.6953872,S
2094,ML05,36:09.1,0.5033298,P
2094,ML05,36:11.9,0.73329866,S
2095,ML05,32:13.2,0.97590667,P
2095,ML05,32:14.3,0.81654924,S
2100,ML05,27:22.1,0.9708076,P
2100,ML05,27:23.9,0.6679354,S
2101,ML05,57:22.4,0.9722906,P
2101,ML05,57:23.4,0.81305075,S
2102,ML05,57:32.0,0.8613964,P
2102,ML05,57:33.1,0.8474786,S
2142,ML05,15:07.2,0.9750761,P
2142,ML05,15:08.4,0.8048145,S
2153,ML05,11:34.0,0.1751549,P
2153,ML05,11:35.0,0.6344981,P
2153,ML05,11:37.3,0.34625027,S
2167,ML05,20:02.5,0.8245517,P
2167,ML05,20:03.0,0.784967,S
2170,ML05,23:49.0,0.7740464,P
2170,ML05,23:50.1,0.9143102,S
2178,ML05,31:53.2,0.3333697,P
2178,ML05,31:54.3,0.18074422,S
2179,ML05,33:06.7,0.9804043,P
2179,ML05,33:08.0,0.59962136,S
2181,ML05,58:45.6,0.7322522,P
2181,ML05,58:45.7,0.42116642,S
2182,ML05,22:15.1,0.51725113,P
2182,ML05,22:15.7,0.7304128,S
2184,ML05,13:14.4,0.9638431,P
2184,ML05,13:15.3,0.6652941,S
2187,ML05,50:45.0,0.97043097,P
2187,ML05,50:45.7,0.72630453,S
2190,ML05,34:26.0,0.8917566,P
2191,ML05,37:10.4,0.905518,P
2191,ML05,37:11.0,0.12386778,S
2192,ML05,25:45.3,0.9757146,P
2192,ML05,25:46.0,0.14525741,S
2195,ML05,03:33.8,0.6169398,P
2195,ML05,03:34.9,0.32060876,S
2199,ML05,27:04.1,0.90647614,P
2199,ML05,27:06.0,0.6759965,S
2202,ML05,10:44.9,0.9541752,P
2202,ML05,10:45.9,0.87121755,S
2204,ML05,33:46.4,0.9702902,P
2204,ML05,33:47.5,0.8917039,S
2205,ML05,33:46.4,0.9728444,P
2205,ML05,33:47.5,0.89067334,S
2209,ML05,10:53.1,0.64631766,P
2209,ML05,10:54.4,0.69638693,S
2211,ML05,36:40.4,0.111360475,P
2211,ML05,36:41.2,0.34216976,P
2211,ML05,36:42.6,0.6094631,S
2218,ML05,28:02.4,0.33821222,P
2218,ML05,28:02.9,0.3139454,S
2228,ML05,03:18.2,0.6779556,P
2228,ML05,03:18.5,0.11120644,S
2231,ML05,34:33.6,0.9518855,P
2231,ML05,34:34.3,0.71998554,S
2233,ML05,56:00.6,0.7810134,P
2233,ML05,56:01.7,0.6532613,S
2233,ML05,56:02.5,0.25362033,S
2234,ML05,57:40.9,0.87617886,P
2234,ML05,57:42.0,0.8761605,S
2235,ML05,00:12.7,0.9689413,P
2235,ML05,00:13.7,0.8016699,S
2237,ML05,08:37.6,0.9703537,P
2237,ML05,08:38.6,0.72957337,S
2238,ML05,10:26.9,0.94811976,P
2238,ML05,10:27.9,0.8193581,S
2240,ML05,41:18.1,0.5581452,P
2240,ML05,41:19.5,0.8735716,S
2247,ML05,21:20.7,0.61664176,P
2247,ML05,21:23.4,0.42069533,S
2248,ML05,04:42.0,0.94810325,P
2248,ML05,04:42.7,0.73580116,S
2249,ML05,06:48.8,0.973852,P
2249,ML05,06:49.6,0.77408904,S
2250,ML05,13:42.4,0.9712225,P
2250,ML05,13:43.2,0.7487532,S
2253,ML05,05:36.6,0.9708453,P
2253,ML05,05:37.8,0.7897578,S
2260,ML05,55:31.3,0.9706674,P
2260,ML05,55:32.3,0.7905634,S
2261,ML05,02:35.7,0.8936177,P
2261,ML05,02:36.9,0.7622935,S
2262,ML05,04:33.7,0.92993313,P
2262,ML05,04:34.8,0.72013754,S
2263,ML05,34:02.7,0.9814926,P
2263,ML05,34:03.8,0.77470165,S
2266,ML05,22:11.9,0.9559546,P
2266,ML05,22:13.0,0.8407743,S
2267,ML05,15:19.8,0.97248966,P
2267,ML05,15:20.8,0.8632463,S
2268,ML05,08:51.7,0.97534865,P
2268,ML05,08:52.9,0.7285537,S
2274,ML05,49:46.6,0.9663971,P
2274,ML05,49:48.2,0.6329152,S
2275,ML05,11:09.0,0.98294157,P
2275,ML05,11:10.1,0.7866792,S
2276,ML05,51:19.3,0.956003,P
2276,ML05,51:21.5,0.62962765,S
2277,ML05,57:08.7,0.95625603,P
2279,ML05,11:48.8,0.8257636,P
2279,ML05,11:49.9,0.7789182,S
2283,ML05,53:07.9,0.98249084,P
2283,ML05,53:08.9,0.78828293,S
2285,ML05,20:43.1,0.9741216,P
2285,ML05,20:44.3,0.7192448,S
2287,ML05,02:50.8,0.76873916,P
2290,ML05,01:21.9,0.71243006,P
2290,ML05,01:23.6,0.7080147,S
2293,ML05,59:11.6,0.83806413,P
2293,ML05,59:12.6,0.63606024,S
2294,ML05,27:01.3,0.91145223,P
2294,ML05,27:03.1,0.73712873,S
2302,ML05,13:44.6,0.9807891,P
2302,ML05,13:45.9,0.6370051,S
2303,ML05,13:44.6,0.98078203,P
2303,ML05,13:45.9,0.6343344,S
2303,ML05,02:38.7,0.8784415,P
2303,ML05,02:39.2,0.12674224,S
2292,ML05,38:32.2,0.88594294,P
2292,ML05,38:32.5,0.3315634,S
2304,ML05,38:32.2,0.7788442,P
2304,ML05,38:32.4,0.1740447,S
2307,ML05,56:48.0,0.96388185,P
2307,ML05,56:48.8,0.79610497,S
2352,ML05,41:40.8,0.6917707,P
2352,ML05,41:41.0,0.1520333,S
2352,ML05,41:42.0,0.123387255,S
2354,ML05,48:06.9,0.8738858,P
2354,ML05,48:07.9,0.6765473,S
2355,ML05,11:12.6,0.38248235,P
2355,ML05,11:13.9,0.6224928,S
2355,ML05,11:14.5,0.42969373,S
2356,ML05,49:41.0,0.919769,P
2356,ML05,49:42.0,0.6794507,S
2357,ML05,09:06.5,0.95161986,P
2358,ML05,33:33.9,0.9677634,P
2358,ML05,33:35.2,0.7278391,S
2359,ML05,37:40.5,0.46130595,P
2359,ML05,37:42.4,0.48479834,S
2360,ML05,45:40.1,0.49394017,P
2360,ML05,45:40.7,0.68582416,S
2361,ML05,27:17.7,0.19169714,P
2361,ML05,27:20.5,0.59139365,S
2362,ML05,14:20.7,0.93520874,P
2362,ML05,14:22.3,0.17440015,S
2363,ML05,42:51.1,0.5203585,P
2363,ML05,42:52.9,0.23443307,S
2364,ML05,54:48.1,0.83148223,P
2364,ML05,54:48.5,0.10819327,P
2364,ML05,54:49.0,0.41708362,S
2365,ML05,47:59.6,0.7937751,P
2365,ML05,48:00.8,0.68610036,S
2366,ML05,18:39.0,0.95697147,P
2366,ML05,18:39.9,0.3675355,S
2367,ML05,56:55.9,0.93820506,P
2367,ML05,56:56.8,0.33983487,S
2368,ML05,33:34.7,0.6425949,P
2368,ML05,33:36.0,0.73797023,S
2369,ML05,50:09.7,0.44752675,P
2369,ML05,50:10.6,0.18276167,P
2369,ML05,50:12.2,0.58941495,S
2372,ML05,46:14.3,0.1061534,P
2372,ML05,46:14.9,0.23692553,S
2374,ML05,26:54.2,0.3383985,P
2374,ML05,26:57.3,0.23448162,S
2376,ML05,33:48.0,0.6161892,P
2376,ML05,33:50.6,0.24649267,S
2375,ML05,05:45.6,0.3715091,S
2377,ML05,52:44.7,0.4867895,P
2377,ML05,52:46.8,0.5298817,S
2379,ML05,32:45.8,0.7394578,P
2379,ML05,32:47.9,0.101560965,S
2379,ML05,32:48.9,0.7040063,S
2382,ML05,19:45.1,0.15410896,P
2382,ML05,19:46.2,0.1789244,S
2384,ML05,33:18.1,0.16260768,P
2384,ML05,33:18.7,0.48962677,S
2385,ML05,43:00.9,0.47958633,P
2385,ML05,43:03.2,0.42354625,S
2387,ML05,20:18.5,0.29401857,P
2387,ML05,20:19.4,0.1598098,P
2387,ML05,20:20.4,0.92816716,S
2388,ML05,42:11.8,0.13551262,S
2388,ML05,42:14.9,0.27787745,P
2388,ML05,42:15.4,0.42144063,S
2389,ML05,23:33.7,0.21248725,P
2389,ML05,23:33.8,0.12268537,S
2391,ML05,15:15.0,0.13649686,P
2391,ML05,15:16.1,0.6132851,P
2391,ML05,15:16.3,0.2599893,S
2393,ML05,39:18.5,0.4716284,P
2393,ML05,39:20.5,0.87968856,S
2394,ML05,56:02.2,0.88847435,P
2394,ML05,56:03.8,0.6767075,S
2395,ML05,00:19.9,0.81444174,P
2395,ML05,00:21.1,0.20795579,S
2396,ML05,58:33.1,0.3174978,P
2396,ML05,58:35.0,0.4389423,S
2397,ML05,18:40.0,0.10077644,P
2397,ML05,18:42.3,0.2979744,S
2397,ML05,18:43.4,0.12273393,S
2398,ML05,46:10.3,0.13110055,P
2398,ML05,46:11.9,0.23108082,S
2399,ML05,22:48.9,0.7229298,P
2399,ML05,22:50.1,0.6943245,S
2400,ML05,29:29.4,0.10014906,P
2401,ML05,29:29.5,0.8576476,P
2401,ML05,29:31.0,0.10025309,S
2402,ML05,47:02.9,0.5091906,P
2402,ML05,47:03.6,0.6154105,S
2403,ML05,48:10.9,0.18942398,P
2405,ML05,55:21.6,0.6823877,P
2407,ML05,13:52.5,0.73111147,P
2407,ML05,13:53.0,0.74217474,S
2414,ML05,03:30.6,0.88336813,P
2414,ML05,03:31.1,0.87812126,S
2416,ML05,24:36.2,0.65961283,P
2416,ML05,24:36.4,0.13806228,S
2417,ML05,13:42.2,0.86556727,P
2417,ML05,13:43.2,0.28078857,S
2419,ML05,52:17.1,0.67331797,P
2419,ML05,52:18.6,0.7909143,S
2420,ML05,10:58.0,0.53203744,P
2420,ML05,10:59.4,0.12970048,S
2420,ML05,11:00.0,0.66929394,S
2422,ML05,29:22.6,0.8946796,P
2422,ML05,29:23.2,0.83814853,S
2428,ML05,52:49.5,0.9701287,P
2428,ML05,52:50.7,0.91802657,S
2429,ML05,16:54.4,0.7404605,P
2429,ML05,16:55.3,0.6576594,S
2431,ML05,20:26.4,0.2725361,P
2433,ML05,43:42.4,0.7936396,P
2433,ML05,43:43.0,0.66676795,S
2436,ML05,08:37.4,0.4234278,P
2436,ML05,08:38.4,0.55587196,S
2437,ML05,38:49.0,0.97291166,P
2437,ML05,38:50.5,0.15730493,S
2441,ML05,41:31.5,0.113898486,P
2442,ML05,43:33.5,0.819776,P
2442,ML05,43:34.3,0.44810036,S
2443,ML05,18:22.7,0.49926904,P
2443,ML05,18:25.2,0.11446281,S
2444,ML05,19:29.5,0.44809824,P
2445,ML05,21:38.4,0.7591228,P
2445,ML05,21:39.5,0.82990545,S
2447,ML05,02:38.7,0.31047785,S
2447,ML05,02:43.2,0.113193706,P
2454,ML05,09:14.9,0.5139285,P
2454,ML05,09:16.2,0.7453501,S
2457,ML05,28:13.4,0.9406262,P
2457,ML05,28:14.5,0.77706444,S
2458,ML05,28:42.9,0.93282646,P
2458,ML05,28:44.0,0.4086337,S
2458,ML05,28:44.8,0.6548774,S
2464,ML05,25:37.4,0.63125104,P
2464,ML05,25:39.1,0.49330875,S
2464,ML05,25:38.9,0.16483507,P
2467,ML05,00:51.5,0.50429696,P
2467,ML05,00:53.5,0.16565526,S
2467,ML05,00:55.5,0.17251939,S
2468,ML05,55:17.9,0.75443155,P
2468,ML05,55:19.2,0.87694055,S
2469,ML05,55:17.9,0.8084353,P
2469,ML05,55:19.2,0.87833476,S
2475,ML05,46:01.0,0.3209005,P
2475,ML05,46:02.0,0.73279464,S
2476,ML05,46:01.0,0.39600047,P
2476,ML05,46:02.0,0.7373489,S
2476,ML05,46:32.4,0.67894334,P
2476,ML05,46:33.5,0.357201,S
2485,ML05,23:57.3,0.94438547,P
2485,ML05,23:58.5,0.6835448,S
2488,ML05,14:46.5,0.14807886,P
2488,ML05,14:47.0,0.17120905,P
2488,ML05,14:47.9,0.23483329,S
2489,ML05,57:49.2,0.14937072,S
2489,ML05,57:52.6,0.56365246,P
2489,ML05,57:59.2,0.21339157,S
2490,ML05,47:10.9,0.4251517,P
2490,ML05,47:11.6,0.47535673,S
2493,ML05,08:10.6,0.12996332,P
2493,ML05,08:12.1,0.4894386,P
2493,ML05,08:13.5,0.76496243,S
2494,ML05,11:58.6,0.30855474,P
2494,ML05,12:01.0,0.3859859,S
2495,ML05,15:04.1,0.20811106,P
2496,ML05,18:52.1,0.25190648,P
2496,ML05,18:53.0,0.17790668,P
2496,ML05,18:53.1,0.76288325,S
2497,ML05,03:34.3,0.6619912,P
2497,ML05,03:36.1,0.71635056,S
2498,ML05,42:49.9,0.70523256,P
2498,ML05,42:51.2,0.88557863,S
2500,ML05,17:17.1,0.19647442,P
2500,ML05,17:18.2,0.16359153,P
2500,ML05,17:19.0,0.84678894,S
2502,ML05,24:52.5,0.9454665,P
2502,ML05,24:52.9,0.5141417,S
2502,ML05,24:53.6,0.15058121,S
2504,ML05,07:39.0,0.5600622,P
2504,ML05,07:40.3,0.8353806,S
2505,ML05,59:13.5,0.66326153,P
2505,ML05,59:14.7,0.6846356,S
2507,ML05,59:27.4,0.798252,P
2507,ML05,59:28.8,0.6832712,S
2508,ML05,17:31.8,0.95935565,P
2508,ML05,17:32.3,0.8367758,S
2510,ML05,54:13.3,0.8299194,P
2510,ML05,54:14.3,0.7865709,S
2511,ML05,11:58.0,0.8739216,P
2511,ML05,11:58.4,0.60886407,S
2511,ML05,11:59.3,0.32143804,S
2514,ML05,36:27.0,0.8157348,P
2514,ML05,36:27.4,0.69389266,S
2516,ML05,09:10.2,0.95693237,P
2516,ML05,09:12.2,0.7624981,S
458,ML06,24:52.7,0.31248996,P
458,ML06,24:53.3,0.86749095,P
458,ML06,24:54.0,0.9271193,S
460,ML06,16:19.6,0.9895163,P
460,ML06,16:20.3,0.8037944,S
464,ML06,07:48.5,0.9827193,P
464,ML06,07:49.1,0.9553615,S
465,ML06,38:21.0,0.9775128,P
465,ML06,38:21.7,0.9258919,S
466,ML06,49:41.8,0.97857726,P
466,ML06,49:42.4,0.9468693,S
467,ML06,53:44.0,0.9724845,P
467,ML06,53:44.6,0.9452284,S
470,ML06,04:50.3,0.47899544,P
470,ML06,04:51.8,0.47299877,S
472,ML06,12:50.4,0.13061856,P
472,ML06,12:55.9,0.37423825,P
472,ML06,12:56.7,0.27899283,S
472,ML06,12:57.6,0.105770886,S
473,ML06,09:07.1,0.9762295,P
473,ML06,09:07.9,0.7730812,S
476,ML06,51:08.2,0.8822232,P
476,ML06,51:09.1,0.70884424,S
480,ML06,48:22.1,0.9644273,P
480,ML06,48:22.8,0.9276942,S
482,ML06,00:28.3,0.5539364,P
482,ML06,00:29.3,0.66575456,P
482,ML06,00:30.5,0.46224582,S
484,ML06,25:08.7,0.65282685,P
484,ML06,25:10.7,0.32222256,S
486,ML06,46:08.2,0.46731347,P
486,ML06,46:09.3,0.55436254,P
486,ML06,46:09.3,0.21902482,S
486,ML06,46:09.9,0.20357858,S
489,ML06,55:55.1,0.5625151,P
489,ML06,55:56.1,0.3143268,S
491,ML06,30:18.7,0.5460647,P
491,ML06,30:21.0,0.7595381,S
492,ML06,41:53.6,0.97286296,P
492,ML06,41:55.1,0.7646493,S
493,ML06,42:15.3,0.97646296,P
493,ML06,42:16.8,0.7539353,S
494,ML06,40:30.0,0.72559685,P
494,ML06,40:31.6,0.21223521,S
495,ML06,40:39.7,0.86437935,P
495,ML06,40:40.5,0.56078213,S
496,ML06,40:13.0,0.97719824,P
496,ML06,40:13.8,0.88411474,S
501,ML06,01:59.5,0.11923845,P
501,ML06,02:00.4,0.55907196,P
502,ML06,03:54.8,0.980008,P
502,ML06,03:56.5,0.85851055,S
503,ML06,12:50.4,0.9696769,P
503,ML06,12:51.7,0.8629979,S
505,ML06,31:46.9,0.9492731,P
505,ML06,31:47.9,0.54890805,S
505,ML06,31:48.6,0.17785172,S
506,ML06,34:55.4,0.33110693,P
506,ML06,34:57.5,0.2792811,S
635,ML06,50:12.6,0.98297864,P
635,ML06,50:13.1,0.8161112,S
636,ML06,44:27.4,0.8599479,P
636,ML06,44:28.9,0.63174117,S
2001,ML06,57:47.2,0.45902246,P
2001,ML06,57:49.9,0.77244556,S
2002,ML06,40:20.1,0.34476784,P
2002,ML06,40:22.0,0.74672955,S
2003,ML06,42:18.6,0.37733874,P
2003,ML06,42:19.4,0.71563077,S
2005,ML06,20:55.2,0.9267626,P
2005,ML06,20:55.7,0.8359531,S
2008,ML06,24:42.0,0.2810488,P
2008,ML06,24:44.2,0.81731147,S
2009,ML06,12:56.2,0.983579,P
2009,ML06,12:57.5,0.75710374,S
2014,ML06,03:33.1,0.8619689,P
2014,ML06,03:34.7,0.7914925,S
2015,ML06,14:49.1,0.98634547,P
2015,ML06,14:49.7,0.88506144,S
2016,ML06,52:04.5,0.9860643,P
2016,ML06,52:05.1,0.95143527,S
2017,ML06,46:18.5,0.98743397,P
2017,ML06,46:19.1,0.8860626,S
2018,ML06,08:45.7,0.9824693,P
2018,ML06,08:46.2,0.91767406,S
2019,ML06,08:58.3,0.98627466,P
2019,ML06,08:58.9,0.92233926,S
2020,ML06,10:58.8,0.98692536,P
2020,ML06,10:59.4,0.90572613,S
2021,ML06,20:48.1,0.9875186,P
2021,ML06,20:48.7,0.8029182,S
2022,ML06,21:02.1,0.9884013,P
2022,ML06,21:02.7,0.86589956,S
2023,ML06,21:15.6,0.9878648,P
2023,ML06,21:16.1,0.8607696,S
2024,ML06,23:56.9,0.9865454,P
2024,ML06,23:57.4,0.8759831,S
2025,ML06,24:51.3,0.9829217,P
2025,ML06,24:51.9,0.79582196,S
2026,ML06,32:25.1,0.9817901,P
2026,ML06,32:25.7,0.78690803,S
2027,ML06,55:00.9,0.9841793,P
2027,ML06,55:01.4,0.9463438,S
2028,ML06,55:00.9,0.9842553,P
2028,ML06,55:01.4,0.946765,S
2029,ML06,23:52.4,0.97934604,P
2029,ML06,23:53.0,0.94747615,S
2030,ML06,51:26.3,0.98506224,P
2030,ML06,51:26.8,0.9218817,S
2031,ML06,18:31.7,0.97493887,P
2031,ML06,18:32.2,0.8848525,S
2032,ML06,23:18.9,0.9870048,P
2032,ML06,23:19.4,0.95322675,S
2033,ML06,53:51.6,0.2124579,P
2033,ML06,53:52.8,0.50411916,S
2034,ML06,33:03.4,0.93249184,P
2034,ML06,33:05.1,0.7651732,S
2035,ML06,33:19.7,0.9754474,P
2035,ML06,33:20.2,0.81513584,S
2036,ML06,33:30.1,0.9874993,P
2036,ML06,33:30.6,0.84282005,S
2037,ML06,17:12.6,0.6070314,P
2037,ML06,17:13.0,0.64677745,S
2038,ML06,28:41.6,0.5749199,P
2038,ML06,28:44.6,0.80483806,S
2039,ML06,45:37.4,0.9742822,P
2039,ML06,45:38.0,0.86289483,S
2040,ML06,21:09.7,0.98590255,P
2040,ML06,21:10.3,0.8728264,S
2041,ML06,26:22.0,0.8870858,P
2041,ML06,26:23.4,0.7538391,S
2042,ML06,19:07.4,0.120062895,P
2042,ML06,19:09.0,0.64932865,S
2043,ML06,59:03.6,0.27237293,P
2043,ML06,59:08.7,0.46315712,S
2044,ML06,32:51.8,0.9276777,P
2044,ML06,32:53.4,0.6031475,S
2045,ML06,49:44.2,0.13389117,P
2045,ML06,49:47.4,0.42168555,S
2047,ML06,55:15.5,0.26008642,P
