id,timestamp,prob,type,filename
RD05,2024-11-02 10:20:47.610,0.3022995,S,RD05_(B13C)_RD_20241102_100000
RD06,2024-11-02 10:20:18.920,0.19000444,P,RD06_(B269)_RD_20241102_100000
RD06,2024-11-02 10:20:44.850,0.20210116,S,RD06_(B269)_RD_20241102_100000
RD07,2024-11-02 10:20:18.810,0.13992514,P,RD07_(B14E)_RD_20241102_100000
RD07,2024-11-02 10:20:44.570,0.24934499,S,RD07_(B14E)_RD_20241102_100000
RD08,2024-11-02 10:20:19.120,0.22640173,P,RD08_(B264)_RD_20241102_100000
RD08,2024-11-02 10:20:45.970,0.21467824,S,RD08_(B264)_RD_20241102_100000
RD09,2024-11-02 10:20:18.850,0.17760676,P,RD09_(B4AE)_RD_20241102_100000
RD09,2024-11-02 10:20:44.730,0.24187514,S,RD09_(B4AE)_RD_20241102_100000
RD10,2024-11-02 10:20:18.680,0.21111937,P,RD10_(B240)_RD_20241102_100000
RD10,2024-11-02 10:20:44.270,0.30881506,S,RD10_(B240)_RD_20241102_100000
RD11,2024-11-02 10:20:18.030,0.37425312,P,RD11_(B232)_RD_20241102_100000
RD11,2024-11-02 10:20:44.650,0.2425457,S,RD11_(B232)_RD_20241102_100000
RD12,2024-11-02 10:20:18.770,0.20009644,P,RD12_(B243)_RD_20241102_100000
RD12,2024-11-02 10:20:46.670,0.20815818,S,RD12_(B243)_RD_20241102_100000
RD12,2024-11-02 10:52:35.000,0.77642494,P,RD12_(B243)_RD_20241102_100000
RD12,2024-11-02 10:53:47.490,0.34014168,P,RD12_(B243)_RD_20241102_100000
RD12,2024-11-02 10:53:48.440,0.18340476,P,RD12_(B243)_RD_20241102_100000
RD12,2024-11-02 10:53:56.470,0.1810453,S,RD12_(B243)_RD_20241102_100000
RD12,2024-11-02 10:54:11.210,0.112276085,S,RD12_(B243)_RD_20241102_100000
RD13,2024-11-02 10:20:18.910,0.15911001,P,RD13_(B242)_RD_20241102_100000
RD13,2024-11-02 10:20:44.500,0.3342991,S,RD13_(B242)_RD_20241102_100000
RD14,2024-11-02 10:20:18.180,0.36670992,P,RD14_(B158)_RD_20241102_100000
RD14,2024-11-02 10:20:45.390,0.11574487,S,RD14_(B158)_RD_20241102_100000
RD15,2024-11-02 10:20:19.080,0.22237286,P,RD15_(AD18)_RD_20241102_100000
RD15,2024-11-02 10:20:44.950,0.21421395,S,RD15_(AD18)_RD_20241102_100000
RD01,2024-11-02 11:03:49.470,0.5252966,P,RD01_(B144)_RD_20241102_110000
RD01,2024-11-02 11:03:55.870,0.3437914,S,RD01_(B144)_RD_20241102_110000
RD10,2024-11-02 11:03:54.770,0.15565571,S,RD10_(B240)_RD_20241102_110000
RD11,2024-11-02 11:03:48.660,0.55363005,P,RD11_(B232)_RD_20241102_110000
RD11,2024-11-02 11:03:54.800,0.6819924,S,RD11_(B232)_RD_20241102_110000
RD12,2024-11-02 11:18:05.990,0.7794307,P,RD12_(B243)_RD_20241102_110000
RD14,2024-11-02 11:03:49.050,0.13447575,P,RD14_(B158)_RD_20241102_110000
RD14,2024-11-02 11:03:55.040,0.23710752,S,RD14_(B158)_RD_20241102_110000
RD01,2024-11-02 12:43:20.770,0.6509403,P,RD01_(B144)_RD_20241102_120000
RD01,2024-11-02 12:43:23.990,0.3070152,S,RD01_(B144)_RD_20241102_120000
RD12,2024-11-02 12:00:36.970,0.26963916,P,RD12_(B243)_RD_20241102_120000
RD12,2024-11-02 14:14:41.920,0.33758935,P,RD12_(B243)_RD_20241102_140000
RD12,2024-11-02 14:15:21.170,0.312642,S,RD12_(B243)_RD_20241102_140000
RD12,2024-11-02 14:48:45.700,0.16691275,P,RD12_(B243)_RD_20241102_140000
RD12,2024-11-02 15:25:23.260,0.18794186,S,RD12_(B243)_RD_20241102_150000
RD12,2024-11-02 15:36:44.490,0.1987528,P,RD12_(B243)_RD_20241102_150000
RD12,2024-11-02 15:36:59.550,0.116315246,S,RD12_(B243)_RD_20241102_150000
RD12,2024-11-02 18:32:11.030,0.43830386,P,RD12_(B243)_RD_20241102_180000
RD12,2024-11-02 18:32:19.130,0.2096686,S,RD12_(B243)_RD_20241102_180000
RD12,2024-11-02 18:40:21.830,0.23625045,P,RD12_(B243)_RD_20241102_180000
RD12,2024-11-03 00:00:06.010,0.8106245,P,RD12_(B243)_RD_20241103_000000
RD12,2024-11-03 00:00:18.160,0.3059403,S,RD12_(B243)_RD_20241103_000000
RD12,2024-11-03 01:31:15.130,0.2902227,P,RD12_(B243)_RD_20241103_010000
RD12,2024-11-03 01:31:27.950,0.6055431,S,RD12_(B243)_RD_20241103_010000
RD08,2024-11-03 02:22:38.480,0.38023224,P,RD08_(B264)_RD_20241103_020000
RD08,2024-11-03 02:22:49.350,0.49749485,S,RD08_(B264)_RD_20241103_020000
RD08,2024-11-03 02:56:34.730,0.102442555,P,RD08_(B264)_RD_20241103_020000
RD08,2024-11-03 02:56:49.260,0.12780839,S,RD08_(B264)_RD_20241103_020000
RD12,2024-11-03 02:22:07.020,0.110835664,P,RD12_(B243)_RD_20241103_020000
RD12,2024-11-03 02:22:19.970,0.31131577,S,RD12_(B243)_RD_20241103_020000
RD13,2024-11-03 02:33:33.830,0.11608494,S,RD13_(B242)_RD_20241103_020000
RD05,2024-11-03 03:37:05.000,0.122421294,P,RD05_(B13C)_RD_20241103_030000
RD05,2024-11-03 03:37:22.050,0.1674509,S,RD05_(B13C)_RD_20241103_030000
RD03,2024-11-03 04:42:16.660,0.1643893,P,RD03_(B157)_RD_20241103_040000
RD03,2024-11-03 04:42:40.770,0.45301145,S,RD03_(B157)_RD_20241103_040000
RD12,2024-11-03 04:33:47.640,0.17809851,P,RD12_(B243)_RD_20241103_040000
RD03,2024-11-03 05:15:35.980,0.10078766,P,RD03_(B157)_RD_20241103_050000
RD03,2024-11-03 05:15:36.970,0.18003088,P,RD03_(B157)_RD_20241103_050000
RD03,2024-11-03 05:15:37.940,0.27090696,P,RD03_(B157)_RD_20241103_050000
RD03,2024-11-03 05:15:43.860,0.4567648,S,RD03_(B157)_RD_20241103_050000
RD02,2024-11-03 06:12:44.130,0.16172692,P,RD02_(B268)_RD_20241103_060238
RD02,2024-11-03 06:12:44.820,0.16880561,S,RD02_(B268)_RD_20241103_060238
RD03,2024-11-03 06:30:05.980,0.47873744,P,RD03_(B157)_RD_20241103_060000
RD03,2024-11-03 06:30:15.110,0.1672975,S,RD03_(B157)_RD_20241103_060000
RD06,2024-11-03 06:55:08.980,0.49522796,P,RD06_(B269)_RD_20241103_060000
RD12,2024-11-03 06:14:31.120,0.4503233,P,RD12_(B243)_RD_20241103_060000
RD12,2024-11-03 06:14:39.590,0.17229846,S,RD12_(B243)_RD_20241103_060000
RD12,2024-11-03 06:56:05.000,0.63037634,P,RD12_(B243)_RD_20241103_060000
RD12,2024-11-03 06:56:14.910,0.117867455,S,RD12_(B243)_RD_20241103_060000
RD05,2024-11-03 07:25:35.930,0.2606583,P,RD05_(B13C)_RD_20241103_070000
RD05,2024-11-03 07:25:47.980,0.33470607,S,RD05_(B13C)_RD_20241103_070000
RD05,2024-11-03 07:31:28.560,0.18410385,P,RD05_(B13C)_RD_20241103_070000
RD05,2024-11-03 07:31:39.940,0.6193311,S,RD05_(B13C)_RD_20241103_070000
RD07,2024-11-03 07:52:36.010,0.818234,P,RD07_(B14E)_RD_20241103_070000
RD07,2024-11-03 07:52:45.690,0.41859105,S,RD07_(B14E)_RD_20241103_070000
RD01,2024-11-03 08:58:38.310,0.19609497,P,RD01_(B144)_RD_20241103_080000
RD05,2024-11-03 08:47:20.230,0.24525277,P,RD05_(B13C)_RD_20241103_080000
RD05,2024-11-03 08:47:37.140,0.31353334,S,RD05_(B13C)_RD_20241103_080000
RD08,2024-11-03 08:39:09.500,0.3529838,S,RD08_(B264)_RD_20241103_080000
RD02,2024-11-03 09:13:04.750,0.113205366,P,RD02_(B268)_RD_20241103_090000
RD02,2024-11-03 09:13:05.000,0.14042486,P,RD02_(B268)_RD_20241103_090000
RD03,2024-11-03 09:56:08.980,0.12795232,P,RD03_(B157)_RD_20241103_090000
RD08,2024-11-03 09:01:03.650,0.2652562,P,RD08_(B264)_RD_20241103_090000
RD08,2024-11-03 09:01:17.170,0.28390265,S,RD08_(B264)_RD_20241103_090000
RD08,2024-11-03 09:59:06.620,0.49373943,P,RD08_(B264)_RD_20241103_090000
RD08,2024-11-03 09:59:14.860,0.24087587,S,RD08_(B264)_RD_20241103_090000
RD01,2024-11-03 10:39:46.920,0.18707459,P,RD01_(B144)_RD_20241103_100000
RD08,2024-11-03 13:55:07.950,0.12157434,P,RD08_(B264)_RD_20241103_130000
RD08,2024-11-03 16:44:38.100,0.10079544,P,RD08_(B264)_RD_20241103_160000
RD11,2024-11-03 18:15:23.570,0.17635424,S,RD11_(B232)_RD_20241103_180000
RD01,2024-11-03 19:22:28.730,0.85841215,P,RD01_(B144)_RD_20241103_190000
RD01,2024-11-03 19:22:31.570,0.7368122,S,RD01_(B144)_RD_20241103_190000
RD08,2024-11-03 23:01:16.950,0.12537655,S,RD08_(B264)_RD_20241103_230000
RD12,2024-11-03 23:49:05.030,0.3463227,P,RD12_(B243)_RD_20241103_230000
RD12,2024-11-03 23:49:06.010,0.22210196,P,RD12_(B243)_RD_20241103_230000
RD12,2024-11-03 23:49:38.030,0.39695746,S,RD12_(B243)_RD_20241103_230000
RD03,2024-11-04 00:40:37.950,0.11901692,P,RD03_(B157)_RD_20241104_000000
RD08,2024-11-04 01:37:05.000,0.23256731,P,RD08_(B264)_RD_20241104_010000
RD08,2024-11-04 01:37:10.560,0.60575974,S,RD08_(B264)_RD_20241104_010000
RD13,2024-11-04 01:55:35.000,0.11500581,P,RD13_(B242)_RD_20241104_010000
RD13,2024-11-04 01:55:42.250,0.13207795,S,RD13_(B242)_RD_20241104_010000
RD01,2024-11-04 02:02:28.660,0.17636932,P,RD01_(B144)_RD_20241104_020000
RD11,2024-11-04 02:33:06.630,0.17901069,S,RD11_(B232)_RD_20241104_020000
RD11,2024-11-04 02:58:08.970,0.185516,P,RD11_(B232)_RD_20241104_020000
RD11,2024-11-04 02:58:09.990,0.40976918,P,RD11_(B232)_RD_20241104_020000
RD11,2024-11-04 02:58:19.350,0.20409386,S,RD11_(B232)_RD_20241104_020000
RD11,2024-11-04 02:58:32.580,0.19842204,S,RD11_(B232)_RD_20241104_020000
RD11,2024-11-04 03:06:18.900,0.37755182,S,RD11_(B232)_RD_20241104_030000
RD13,2024-11-04 03:51:20.460,0.2440514,P,RD13_(B242)_RD_20241104_030000
RD13,2024-11-04 03:51:29.690,0.28671944,S,RD13_(B242)_RD_20241104_030000
RD11,2024-11-04 04:24:05.000,0.13814116,P,RD11_(B232)_RD_20241104_040000
RD11,2024-11-04 04:24:34.870,0.1589192,S,RD11_(B232)_RD_20241104_040000
RD11,2024-11-04 04:25:16.380,0.26496285,S,RD11_(B232)_RD_20241104_040000
RD11,2024-11-04 04:36:35.970,0.14163642,P,RD11_(B232)_RD_20241104_040000
RD11,2024-11-04 04:41:36.030,0.10173485,P,RD11_(B232)_RD_20241104_040000
RD11,2024-11-04 04:41:36.970,0.10342697,P,RD11_(B232)_RD_20241104_040000
RD11,2024-11-04 04:41:59.980,0.33823374,S,RD11_(B232)_RD_20241104_040000
RD11,2024-11-04 05:12:49.100,0.14491259,P,RD11_(B232)_RD_20241104_050000
RD11,2024-11-04 05:13:01.490,0.34351814,S,RD11_(B232)_RD_20241104_050000
RD07,2024-11-04 06:03:07.990,0.20907994,P,RD07_(B14E)_RD_20241104_060000
RD01,2024-11-04 07:32:50.260,0.46080694,P,RD01_(B144)_RD_20241104_070000
RD01,2024-11-04 07:32:53.480,0.18106939,S,RD01_(B144)_RD_20241104_070000
RD01,2024-11-04 07:59:17.080,0.37447512,P,RD01_(B144)_RD_20241104_070000
RD12,2024-11-04 09:06:48.960,0.65494674,S,RD12_(B243)_RD_20241104_090000
RD13,2024-11-04 09:43:09.950,0.12202809,P,RD13_(B242)_RD_20241104_090000
RD03,2024-11-04 10:13:07.950,0.25084585,P,RD03_(B157)_RD_20241104_100000
RD03,2024-11-04 10:13:08.920,0.17243133,P,RD03_(B157)_RD_20241104_100000
RD03,2024-11-04 10:13:19.270,0.2038026,S,RD03_(B157)_RD_20241104_100000
RD10,2024-11-04 10:40:08.540,0.56452495,P,RD10_(B240)_RD_20241104_100000
RD10,2024-11-04 10:40:13.240,0.41924104,S,RD10_(B240)_RD_20241104_100000
RD03,2024-11-04 11:44:29.610,0.19166899,S,RD03_(B157)_RD_20241104_110000
RD03,2024-11-04 12:06:38.000,0.14553978,P,RD03_(B157)_RD_20241104_120000
RD03,2024-11-04 12:06:46.390,0.34919757,S,RD03_(B157)_RD_20241104_120000
RD08,2024-11-04 16:15:38.410,0.1803068,P,RD08_(B264)_RD_20241104_160000
RD08,2024-11-04 16:15:54.900,0.50404316,S,RD08_(B264)_RD_20241104_160000
RD08,2024-11-04 16:38:38.990,0.52869725,P,RD08_(B264)_RD_20241104_160000
RD01,2024-11-04 18:49:53.820,0.18549438,P,RD01_(B144)_RD_20241104_180000
RD01,2024-11-04 18:50:10.150,0.53421694,S,RD01_(B144)_RD_20241104_180000
RD06,2024-11-04 18:50:09.600,0.12429677,S,RD06_(B269)_RD_20241104_180000
RD09,2024-11-04 18:50:09.180,0.1646804,S,RD09_(B4AE)_RD_20241104_180000
RD10,2024-11-04 18:50:08.950,0.6035463,S,RD10_(B240)_RD_20241104_180000
RD11,2024-11-04 18:49:53.600,0.11678933,P,RD11_(B232)_RD_20241104_180000
RD11,2024-11-04 18:50:08.910,0.66754085,S,RD11_(B232)_RD_20241104_180000
RD14,2024-11-04 18:50:09.040,0.41277936,S,RD14_(B158)_RD_20241104_180000
RD10,2024-11-04 20:08:12.050,0.22872594,P,RD10_(B240)_RD_20241104_200000
RD10,2024-11-04 20:08:28.470,0.34501365,S,RD10_(B240)_RD_20241104_200000
RD14,2024-11-04 23:42:23.310,0.10049284,P,RD14_(B158)_RD_20241104_230000
RD03,2024-11-05 00:27:09.960,0.12935537,P,RD03_(B157)_RD_20241105_000000
RD05,2024-11-05 02:48:05.020,0.1420765,P,RD05_(B13C)_RD_20241105_020000
RD05,2024-11-05 02:48:05.970,0.40448093,P,RD05_(B13C)_RD_20241105_020000
RD05,2024-11-05 02:48:16.500,0.21296081,S,RD05_(B13C)_RD_20241105_020000
RD01,2024-11-05 03:19:48.380,0.7724522,P,RD01_(B144)_RD_20241105_030000
RD01,2024-11-05 03:19:51.990,0.66229934,S,RD01_(B144)_RD_20241105_030000
RD05,2024-11-05 03:08:29.820,0.16496795,P,RD05_(B13C)_RD_20241105_030000
